Order in file, Clean Question, Tagged Elements, Full Question
"2","What did he say?","['<COREF ID=""56"" REF=""46""><MARKABLE>', '</MARKABLE></COREF>']","2.  What did <COREF ID=""56"" REF=""46""><MARKABLE>he</MARKABLE></COREF> say?"
"3","When did this story happen?","['<MARKABLE>story</MARKABLE>']","3.  When did this <MARKABLE>story</MARKABLE> happen?"
"4","Where are more trips planned in the near future?","['<COREF ID=""101"" REF=""100""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""99"" REF=""98""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where are more <COREF ID=""101"" REF=""100""><MARKABLE>trips</MARKABLE></COREF> planned in the near <COREF ID=""99"" REF=""98""><MARKABLE>future</MARKABLE></COREF>?"
"5","Why did the visitors come to the moon, according to the plaque they left?","['<COREF ID=""95""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""65"" REF=""57""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""67"" REF=""66""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""97"" REF=""95""><MARKABLE>', '</MARKABLE></COREF>']","5. Why did the <COREF ID=""95""><MARKABLE>visitors</MARKABLE></COREF> come to the <COREF ID=""65"" REF=""57""><MARKABLE>moon</MARKABLE></COREF>, according to the <COREF ID=""67"" REF=""66""><MARKABLE>plaque</MARKABLE></COREF> <COREF ID=""97"" REF=""95""><MARKABLE>they</MARKABLE></COREF> left?"
"1","Who is everyone watching at the Olympics?","['<COREF ID=""138"" REF=""136""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""149"" REF=""148""><MARKABLE>', '</MARKABLE></COREF>']","1.  Who is <COREF ID=""138"" REF=""136""><MARKABLE>everyone</MARKABLE></COREF> watching at the <COREF ID=""149"" REF=""148""><MARKABLE>Olympics</MARKABLE></COREF>?"
"2","What is she?","['<COREF ID=""132"" REF=""107""><MARKABLE>', '</MARKABLE></COREF>']","2.  What is <COREF ID=""132"" REF=""107""><MARKABLE>she</MARKABLE></COREF>?"
"3","When did she begin practicing?","['<COREF ID=""133"" REF=""107""><MARKABLE>', '</MARKABLE></COREF>']","3.  When did <COREF ID=""133"" REF=""107""><MARKABLE>she</MARKABLE></COREF> begin practicing?"
"4","Where does she live?","['<COREF ID=""134"" REF=""107""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where does <COREF ID=""134"" REF=""107""><MARKABLE>she</MARKABLE></COREF> live?"
"5","Why are her scores perfect 10's?","['<COREF ID=""135"" REF=""107""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""154"" REF=""141""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""153"" REF=""141""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why are <COREF ID=""135"" REF=""107""><MARKABLE>her</MARKABLE></COREF> <COREF ID=""154"" REF=""141""><MARKABLE>scores</MARKABLE></COREF> perfect <COREF ID=""153"" REF=""141""><MARKABLE>10's</MARKABLE></COREF>?"
"1","Who lives in the White House?","['<COREF ID=""44"" REF=""40""><MARKABLE>', '</MARKABLE></COREF>']","1. Who lives in the <COREF ID=""44"" REF=""40""><MARKABLE>White House</MARKABLE></COREF>?"
"2","What caught on fire?","['<COREF ID=""48"" REF=""45""><MARKABLE>', '</MARKABLE></COREF>']","2.  What caught on <COREF ID=""48"" REF=""45""><MARKABLE>fire</MARKABLE></COREF>?"
"3","When did this happen?","['<COREF ID=""109"" REF=""45""><MARKABLE>', '</MARKABLE></COREF>']","3.  When did <COREF ID=""109"" REF=""45""><MARKABLE>this</MARKABLE></COREF> happen?"
"4","Where did the firemen jump?","['<COREF ID=""92"" REF=""81""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where did the <COREF ID=""92"" REF=""81""><MARKABLE>firemen</MARKABLE></COREF> jump?"
"5","Why did the guard whisper in Mr. Hoover's ear?","['<COREF ID=""93"" REF=""73""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""105"" REF=""98""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""91"" REF=""90""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why did the <COREF ID=""93"" REF=""73""><MARKABLE>guard</MARKABLE></COREF> whisper in <COREF ID=""105"" REF=""98""><MARKABLE>Mr. Hoover</MARKABLE></COREF>'s <COREF ID=""91"" REF=""90""><MARKABLE>ear</MARKABLE></COREF>?"
"1","Who is a vet?","['<COREF ID=""48"" REF=""20""><MARKABLE>', '</MARKABLE></COREF>']","1.  Who is a <COREF ID=""48"" REF=""20""><MARKABLE>vet</MARKABLE></COREF>?"
"2","What was Sam's reward?","['<COREF ID=""13"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""18"" REF=""16""><MARKABLE>', '</MARKABLE></COREF>']","2.  What was <COREF ID=""13"" REF=""1""><MARKABLE>Sam</MARKABLE></COREF>'s <COREF ID=""18"" REF=""16""><MARKABLE>reward</MARKABLE></COREF>?"
"3","When did Sam get the reward?","['<COREF ID=""14"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""19"" REF=""16""><MARKABLE>', '</MARKABLE></COREF>']","3.  When did <COREF ID=""14"" REF=""1""><MARKABLE>Sam</MARKABLE></COREF> get the <COREF ID=""19"" REF=""16""><MARKABLE>reward</MARKABLE></COREF>?"
"4","Where did Sam live?","['<COREF ID=""15"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where did <COREF ID=""15"" REF=""1""><MARKABLE>Sam</MARKABLE></COREF> live?"
"5","Why are germs bad?","['<COREF ID=""36"" REF=""33""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why are <COREF ID=""36"" REF=""33""><MARKABLE>germs</MARKABLE></COREF> bad?"
"1","Who is the young girl in the movie?","['<COREF ID=""93"" REF=""79""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""71"" REF=""64""><MARKABLE>', '</MARKABLE></COREF>']","1.  Who is the young <COREF ID=""93"" REF=""79""><MARKABLE>girl</MARKABLE></COREF> in the <COREF ID=""71"" REF=""64""><MARKABLE>movie</MARKABLE></COREF>?"
"2","What is the name of the movie?","['<MARKABLE>name</MARKABLE>', '<COREF ID=""72"" REF=""64""><MARKABLE>', '</MARKABLE></COREF>']","2.  What is the <MARKABLE>name</MARKABLE> of the <COREF ID=""72"" REF=""64""><MARKABLE>movie</MARKABLE></COREF>?"
"3","When was this movie first shown?","['<COREF ID=""73"" REF=""64""><MARKABLE>', '</MARKABLE></COREF>']","3.  When was this <COREF ID=""73"" REF=""64""><MARKABLE>movie</MARKABLE></COREF> first shown?"
"4","Where does Dorothy live?","['<COREF ID=""94"" REF=""79""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where does <COREF ID=""94"" REF=""79""><MARKABLE>Dorothy</MARKABLE></COREF> live?"
"5","Why would the scarecrow fear a lighted match?","['<COREF ID=""104"" REF=""98""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""103"" REF=""102""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why would the <COREF ID=""104"" REF=""98""><MARKABLE>scarecrow</MARKABLE></COREF> fear a lighted <COREF ID=""103"" REF=""102""><MARKABLE>match</MARKABLE></COREF>?"
"1","Who is celebrating her 30th birthday?","['<COREF ID=""133"" REF=""111""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""152"" REF=""151""><MARKABLE>', '</MARKABLE></COREF>']","1. Who is celebrating <COREF ID=""133"" REF=""111""><MARKABLE>her</MARKABLE></COREF> 30th <COREF ID=""152"" REF=""151""><MARKABLE>birthday</MARKABLE></COREF>?"
"2","What is her sister's name?","['<COREF ID=""134"" REF=""111""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""135"" REF=""129""><MARKABLE>', '</MARKABLE></COREF>', '<MARKABLE>name</MARKABLE>']","2.  What is <COREF ID=""134"" REF=""111""><MARKABLE>her</MARKABLE></COREF> <COREF ID=""135"" REF=""129""><MARKABLE>sister</MARKABLE></COREF>'s <MARKABLE>name</MARKABLE>?"
"3","When was the first Barbie doll made?","['<MARKABLE>Barbie</MARKABLE>', '<COREF ID=""143"" REF=""142""><MARKABLE>', '</MARKABLE></COREF>']","3.  When was the first <MARKABLE>Barbie</MARKABLE> <COREF ID=""143"" REF=""142""><MARKABLE>doll</MARKABLE></COREF> made?"
"4","Where might you look to find an old Barbie doll?","['<COREF ID=""145"" REF=""144""><MARKABLE>', '</MARKABLE></COREF>', '<MARKABLE>Barbie</MARKABLE>', '<COREF ID=""146"" REF=""140""><MARKABLE>', '</MARKABLE></COREF>']","4. Where might <COREF ID=""145"" REF=""144""><MARKABLE>you</MARKABLE></COREF> look to find an old <MARKABLE>Barbie</MARKABLE> <COREF ID=""146"" REF=""140""><MARKABLE>doll</MARKABLE></COREF>?"
"5","Why was the first Barbie doll different from other dolls?","['<MARKABLE>Barbie</MARKABLE>', '<COREF ID=""147"" REF=""142""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""154"" REF=""153""><MARKABLE>', '</MARKABLE></COREF>']","5. Why was the first <MARKABLE>Barbie</MARKABLE> <COREF ID=""147"" REF=""142""><MARKABLE>doll</MARKABLE></COREF> different from other <COREF ID=""154"" REF=""153""><MARKABLE>dolls</MARKABLE></COREF>?"
"1","Who is missing?","[]","1.  Who is missing?"
"2","What was she trying to do?","['<COREF ID=""182"" REF=""158""><MARKABLE>', '</MARKABLE></COREF>']","2.  What was <COREF ID=""182"" REF=""158""><MARKABLE>she</MARKABLE></COREF> trying to do?"
"3","When was her plane said to be missing?","['<COREF ID=""183"" REF=""158""><MARKABLE>', '</MARKABLE></COREF>']","3.   When was <COREF ID=""183"" REF=""158""><MARKABLE>her</MARKABLE></COREF> plane said to be missing?"
"4","Where was she last known to be?","['<COREF ID=""184"" REF=""158""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where was <COREF ID=""184"" REF=""158""><MARKABLE>she</MARKABLE></COREF> last known to be?"
"5","Why was she given the Flying Cross?","['<COREF ID=""185"" REF=""158""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""190"" REF=""187""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why was <COREF ID=""185"" REF=""158""><MARKABLE>she</MARKABLE></COREF> given the <COREF ID=""190"" REF=""187""><MARKABLE>Flying Cross</MARKABLE></COREF>?"
"1","Who started a famous circus?","['<COREF ID=""238"" REF=""231""><MARKABLE>', '</MARKABLE></COREF>']","1.  Who started a famous <COREF ID=""238"" REF=""231""><MARKABLE>circus</MARKABLE></COREF>?"
"2","What is another name for the circus?","['<MARKABLE>name</MARKABLE>', '<COREF ID=""247"" REF=""243""><MARKABLE>', '</MARKABLE></COREF>']","2.  What is another <MARKABLE>name</MARKABLE> for the <COREF ID=""247"" REF=""243""><MARKABLE>circus</MARKABLE></COREF>?"
"3","When did the circus almost close?","['<COREF ID=""248"" REF=""243""><MARKABLE>', '</MARKABLE></COREF>']","3.  When did the <COREF ID=""248"" REF=""243""><MARKABLE>circus</MARKABLE></COREF> almost close?"
"4","Where did the circus take place at one time?","['<COREF ID=""249"" REF=""243""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""242"" REF=""241""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where did the <COREF ID=""249"" REF=""243""><MARKABLE>circus</MARKABLE></COREF> take place at one <COREF ID=""242"" REF=""241""><MARKABLE>time</MARKABLE></COREF>?"
"5","Why didn't Barnum's circus close?","['<COREF ID=""239"" REF=""227""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""240"" REF=""231""><MARKABLE>', '</MARKABLE></COREF>']","5. Why didn't <COREF ID=""239"" REF=""227""><MARKABLE>Barnum</MARKABLE></COREF>'s <COREF ID=""240"" REF=""231""><MARKABLE>circus</MARKABLE></COREF> close?"
"1","Who came up with a plan to build this bridge?","['<COREF ID=""288"" REF=""286""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""271"" REF=""256""><MARKABLE>', '</MARKABLE></COREF>']","1. Who came up with a <COREF ID=""288"" REF=""286""><MARKABLE>plan</MARKABLE></COREF> to build this <COREF ID=""271"" REF=""256""><MARKABLE>bridge</MARKABLE></COREF>?"
"2","What is the name of the bridge?","['<MARKABLE>name</MARKABLE>', '<COREF ID=""272"" REF=""256""><MARKABLE>', '</MARKABLE></COREF>']","2.  What is the <MARKABLE>name</MARKABLE> of the <COREF ID=""272"" REF=""256""><MARKABLE>bridge</MARKABLE></COREF>?"
"3","When did the work begin?","['<COREF ID=""290"" REF=""289""><MARKABLE>', '</MARKABLE></COREF>']","3.  When did the <COREF ID=""290"" REF=""289""><MARKABLE>work</MARKABLE></COREF> begin?"
"4","Where is the bridge being built?","['<COREF ID=""273"" REF=""256""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where is the <COREF ID=""273"" REF=""256""><MARKABLE>bridge</MARKABLE></COREF> being built?"
"5","Why were they unable to use pillars on this bridge?","['<COREF ID=""297"" REF=""277""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""274"" REF=""256""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why were they unable to use <COREF ID=""297"" REF=""277""><MARKABLE>pillars</MARKABLE></COREF> on this <COREF ID=""274"" REF=""256""><MARKABLE>bridge</MARKABLE></COREF>?"
"1","Who likes to fly jets?","['<COREF ID=""32"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>']","1.  Who likes to fly <COREF ID=""32"" REF=""1""><MARKABLE>jets</MARKABLE></COREF>?"
"2","What do jets have instead of propellers?","['<COREF ID=""33"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""35"" REF=""34""><MARKABLE>', '</MARKABLE></COREF>']","2.  What do <COREF ID=""33"" REF=""1""><MARKABLE>jets</MARKABLE></COREF> have instead of <COREF ID=""35"" REF=""34""><MARKABLE>propellers</MARKABLE></COREF>?"
"3","When was the jet first used?","['<COREF ID=""36"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>']","3.  When was the <COREF ID=""36"" REF=""1""><MARKABLE>jet</MARKABLE></COREF> first used?"
"4","Where can you hear a boom?","['<COREF ID=""39"" REF=""38""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""37"" REF=""30""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where can <COREF ID=""39"" REF=""38""><MARKABLE>you</MARKABLE></COREF> hear a <COREF ID=""37"" REF=""30""><MARKABLE>boom</MARKABLE></COREF>?"
"5","Why does a jet suck in air and push it back out?","['<COREF ID=""21"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""19"" REF=""17""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""20"" REF=""17""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why does a <COREF ID=""21"" REF=""1""><MARKABLE>jet</MARKABLE></COREF> suck in <COREF ID=""19"" REF=""17""><MARKABLE>air</MARKABLE></COREF> and push <COREF ID=""20"" REF=""17""><MARKABLE>it</MARKABLE></COREF> back out?"
"1","Who warmed Tommy's body?","['<COREF ID=""94"" REF=""48""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""114"" REF=""107""><MARKABLE>', '</MARKABLE></COREF>']","1.  Who warmed <COREF ID=""94"" REF=""48""><MARKABLE>Tommy</MARKABLE></COREF>'s <COREF ID=""114"" REF=""107""><MARKABLE>body</MARKABLE></COREF>?"
"2","What do the doctors call Tommy?","['<COREF ID=""115"" REF=""103""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""95"" REF=""48""><MARKABLE>', '</MARKABLE></COREF>']","2.  What do the <COREF ID=""115"" REF=""103""><MARKABLE>doctors</MARKABLE></COREF> call <COREF ID=""95"" REF=""48""><MARKABLE>Tommy</MARKABLE></COREF>?"
"3","When did Tommy go home?","['<COREF ID=""96"" REF=""48""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""113"" REF=""112""><MARKABLE>', '</MARKABLE></COREF>']","3.  When did <COREF ID=""96"" REF=""48""><MARKABLE>Tommy</MARKABLE></COREF> go <COREF ID=""113"" REF=""112""><MARKABLE>home</MARKABLE></COREF>?"
"4","Where was Tommy's face underwater?","['<COREF ID=""97"" REF=""48""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""110"" REF=""109""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where was <COREF ID=""97"" REF=""48""><MARKABLE>Tommy</MARKABLE></COREF>'s <COREF ID=""110"" REF=""109""><MARKABLE>face</MARKABLE></COREF> underwater?"
"5","Why do the doctors think Tommy didn't need much air?","['<COREF ID=""111"" REF=""103""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""98"" REF=""48""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""117"" REF=""116""><MARKABLE>', '</MARKABLE></COREF>']","5. Why do the <COREF ID=""111"" REF=""103""><MARKABLE>doctors</MARKABLE></COREF> think <COREF ID=""98"" REF=""48""><MARKABLE>Tommy</MARKABLE></COREF> didn't need much <COREF ID=""117"" REF=""116""><MARKABLE>air</MARKABLE></COREF>?"
